Date,Open,High,Low,Close,Volume
16-11-1993,1.5779,1.612,1.5682,1.6023,47664000
17-11-1993,1.612,1.6169,1.573,1.573,72217600
18-11-1993,1.573,1.5877,1.5584,1.5633,48438400
19-11-1993,1.5536,1.5633,1.5487,1.5608,38403200
22-11-1993,1.5536,1.5536,1.4903,1.5,80355200
23-11-1993,1.5146,1.5292,1.5049,1.5072,98256000
24-11-1993,1.5097,1.5536,1.5097,1.5341,32467200
26-11-1993,1.539,1.5438,1.5341,1.539,6403200
29-11-1993,1.539,1.5584,1.539,1.5487,32105600
30-11-1993,1.5292,1.5682,1.5243,1.5584,44153600
01-12-1993,1.5682,1.6023,1.5682,1.5877,58886400
02-12-1993,1.5974,1.6169,1.5925,1.6143,51936000
03-12-1993,1.6315,1.6851,1.6266,1.6704,114502400
06-12-1993,1.6558,1.6656,1.6364,1.6533,59337600
07-12-1993,1.6558,1.6753,1.6558,1.6656,32780800
08-12-1993,1.6169,1.6315,1.6023,1.6266,105900800
09-12-1993,1.6266,1.6266,1.5682,1.5803,61465600
10-12-1993,1.5828,1.6023,1.573,1.5949,19916800
13-12-1993,1.5877,1.5974,1.573,1.5851,20112000
14-12-1993,1.5779,1.5877,1.5438,1.5584,47414400
15-12-1993,1.5584,1.5779,1.5536,1.5536,35219200
16-12-1993,1.5584,1.5779,1.5536,1.5584,29113600
17-12-1993,1.5682,1.5682,1.5536,1.5682,26112000
20-12-1993,1.5779,1.5974,1.5682,1.5974,35462400
21-12-1993,1.5974,1.6071,1.5877,1.6071,31008000
22-12-1993,1.6023,1.6071,1.5779,1.5803,24169600
23-12-1993,1.5779,1.6023,1.573,1.5754,31820800
27-12-1993,1.573,1.5828,1.5536,1.5682,24537600
28-12-1993,1.5682,1.6169,1.5682,1.612,27776000
29-12-1993,1.612,1.6266,1.5682,1.5877,48988800
30-12-1993,1.5925,1.6023,1.573,1.5828,25328000
31-12-1993,1.5779,1.5877,1.5633,1.5705,22995200
03-01-1994,1.5682,1.573,1.5438,1.5608,36646400
04-01-1994,1.5633,1.573,1.5438,1.5682,45302400
05-01-1994,1.5633,1.6071,1.5584,1.6023,53974400
06-01-1994,1.6095,1.651,1.6071,1.6484,82006400
07-01-1994,1.6412,1.6704,1.6217,1.6607,70832000
10-01-1994,1.6558,1.6851,1.6558,1.6704,74185600
11-01-1994,1.6558,1.6753,1.6436,1.6607,35360000
12-01-1994,1.6558,1.6704,1.6315,1.6656,39488000
13-01-1994,1.651,1.6656,1.6364,1.663,40755200
14-01-1994,1.6656,1.6753,1.651,1.6679,45216000
17-01-1994,1.6607,1.6753,1.6461,1.651,30755200
18-01-1994,1.6607,1.6656,1.6364,1.6484,43686400
19-01-1994,1.6315,1.6412,1.6071,1.6217,76563200
20-01-1994,1.6217,1.6825,1.6217,1.6802,145004800
21-01-1994,1.6802,1.6948,1.6558,1.6802,99078400
24-01-1994,1.6753,1.6948,1.6558,1.6607,38374400
25-01-1994,1.6607,1.663,1.6364,1.6582,70361600
26-01-1994,1.6558,1.6558,1.6364,1.6412,50489600
27-01-1994,1.6364,1.651,1.6217,1.6412,51129600
28-01-1994,1.6461,1.6656,1.6412,1.6533,41875200
31-01-1994,1.6607,1.6728,1.651,1.6582,62566400
01-02-1994,1.6558,1.6704,1.6461,1.6582,44003200
02-02-1994,1.651,1.6656,1.6364,1.6364,40924800
03-02-1994,1.6412,1.6461,1.6266,1.6461,31792000
04-02-1994,1.6364,1.6461,1.5828,1.5828,78217600
07-02-1994,1.5536,1.5828,1.5487,1.573,118851200
08-02-1994,1.5682,1.5682,1.5195,1.5341,149875200
09-02-1994,1.5292,1.5633,1.5195,1.551,98585600
10-02-1994,1.5536,1.573,1.539,1.5462,66620800
11-02-1994,1.5438,1.5487,1.5195,1.5341,53747200
14-02-1994,1.539,1.5487,1.5341,1.5413,55270400
15-02-1994,1.5536,1.5633,1.5438,1.5536,28876800
16-02-1994,1.5633,1.5633,1.5341,1.5341,43731200
17-02-1994,1.539,1.5487,1.5195,1.5316,85017600
18-02-1994,1.5292,1.573,1.5292,1.5584,79465600
22-02-1994,1.5584,1.5633,1.5292,1.5487,63235200
23-02-1994,1.5536,1.5974,1.5243,1.5779,139462400
24-02-1994,1.5584,1.573,1.5438,1.5559,82553600
25-02-1994,1.5633,1.5828,1.5536,1.5779,52995200
28-02-1994,1.5828,1.6169,1.5779,1.6071,55494400
01-03-1994,1.6169,1.6217,1.6023,1.6217,48070400
02-03-1994,1.5925,1.6169,1.5779,1.612,68499200
03-03-1994,1.6169,1.6217,1.5682,1.5779,31564800
04-03-1994,1.5779,1.5877,1.5682,1.5779,25705600
07-03-1994,1.5828,1.6023,1.573,1.5828,30540800
08-03-1994,1.5828,1.5828,1.5536,1.5779,24723200
09-03-1994,1.5828,1.5925,1.5584,1.5754,37024000
10-03-1994,1.5877,1.6023,1.5682,1.5754,46588800
11-03-1994,1.5779,1.6023,1.573,1.5925,34857600
14-03-1994,1.6071,1.6412,1.6023,1.6338,69203200
15-03-1994,1.6364,1.6607,1.6266,1.6533,62934400
16-03-1994,1.6558,1.6607,1.6461,1.651,41286400
17-03-1994,1.651,1.6607,1.6461,1.6461,30992000
18-03-1994,1.6461,1.6558,1.6266,1.651,36857600
21-03-1994,1.6558,1.663,1.6169,1.6217,65078400
22-03-1994,1.6023,1.6704,1.6023,1.651,89024000
23-03-1994,1.6607,1.7045,1.6558,1.6802,116441600
24-03-1994,1.6704,1.6997,1.6558,1.6997,60166400
25-03-1994,1.6948,1.7386,1.6948,1.7045,102051200
28-03-1994,1.7045,1.7143,1.6315,1.6825,118403200
29-03-1994,1.6851,1.6851,1.6071,1.6071,78339200
30-03-1994,1.612,1.6558,1.6071,1.629,86860800
31-03-1994,1.6266,1.6704,1.6071,1.651,72297600
04-04-1994,1.6071,1.6704,1.5974,1.6461,73996800
05-04-1994,1.6607,1.7094,1.6558,1.7094,101878400
06-04-1994,1.7045,1.7386,1.6997,1.7338,80780800
07-04-1994,1.7386,1.7556,1.7289,1.7484,76630400
08-04-1994,1.7484,1.7532,1.6899,1.6948,118710400
11-04-1994,1.6948,1.6997,1.6753,1.6948,40400000
12-04-1994,1.6899,1.6899,1.6364,1.651,84969600
13-04-1994,1.651,1.6656,1.6169,1.6533,69644800
14-04-1994,1.6461,1.6607,1.6315,1.6387,53088000
15-04-1994,1.6266,1.6607,1.6266,1.6533,35241600
18-04-1994,1.651,1.6704,1.6023,1.6169,78006400
19-04-1994,1.6948,1.7435,1.6704,1.7166,291273600
20-04-1994,1.724,1.7458,1.6948,1.7435,104732800
21-04-1994,1.7435,1.7873,1.7386,1.7825,141980800
22-04-1994,1.7922,1.8068,1.7678,1.7873,66060800
25-04-1994,1.7922,1.836,1.7825,1.8263,142745600
26-04-1994,1.8409,1.8555,1.8312,1.8495,113193600
28-04-1994,1.8555,1.8555,1.7873,1.7945,141382400
29-04-1994,1.7922,1.8214,1.7776,1.8019,56803200
02-05-1994,1.8068,1.8615,1.7922,1.8604,79260800
03-05-1994,1.8555,1.8604,1.8165,1.8214,41929600
04-05-1994,1.8263,1.8555,1.8068,1.853,68889600
05-05-1994,1.8555,1.875,1.8312,1.8384,56374400
06-05-1994,1.8165,1.836,1.7702,1.8019,96403200
09-05-1994,1.7873,1.8238,1.7848,1.7971,47600000
10-05-1994,1.8117,1.8409,1.8068,1.8312,65305600
11-05-1994,1.8312,1.836,1.8068,1.8214,57433600
12-05-1994,1.8214,1.8565,1.8165,1.8409,58998400
13-05-1994,1.8993,1.8993,1.8409,1.8799,179920000
16-05-1994,1.875,1.8847,1.8458,1.8506,56633600
17-05-1994,1.8506,1.8555,1.8214,1.8432,122464000
18-05-1994,1.8555,1.8993,1.8458,1.8908,96953600
19-05-1994,1.8945,1.9286,1.8896,1.9163,89651200
20-05-1994,1.9091,1.9334,1.8945,1.9042,78140800
23-05-1994,1.9091,1.987,1.8896,1.9699,37473600
24-05-1994,1.9967,2.0213,1.9578,1.9921,85144000
